"school","class","sex","sc","ravens","pupil","english.0","maths.0","english.1","maths.1"
"33","1","1","3",25,846,28,24,28,22
"33","1","0","6",21,847,36,27,73,17
"33","1","1","4",25,848,45,30,74,15
"33","1","1","3",27,849,81,31,74,28
"33","1","0","4",22,850,56,24,78,17
"33","1","1","6",24,851,81,33,78,27
"33","1","0","6",30,852,70,27,80,22
"33","1","0","2",24,853,71,29,83,24
"33","1","0","2",16,855,55,28,67,14
"33","1","1","4",31,856,79,32,84,30
"33","1","0","3",16,857,74,31,84,21
"33","1","0","5",31,858,90,34,89,35
"33","2","1","4",34,859,63,35,85,35
"33","2","0","4",28,860,20,24,59,20
"33","2","0","4",23,861,49,28,68,22
"33","2","1","4",24,862,26,21,48,12
"33","2","0","4",34,863,75,35,76,35
"33","2","1","6",35,864,63,27,83,23
"33","2","1","9",35,865,58,28,70,30
"33","2","1","4",31,866,67,33,80,32
"33","2","0","4",30,867,90,32,90,30
"33","2","1","4",18,868,82,31,80,29
"33","2","1","3",30,869,62,30,80,25
"33","2","0","5",32,871,77,33,82,27
"33","2","0","2",36,872,89,36,90,39
"33","2","1","2",32,873,67,30,74,23
"33","2","1","2",24,874,66,26,76,29
"33","2","0","4",29,875,80,31,86,26
"33","2","0","4",34,876,81,34,83,28
"33","2","0","2",14,877,71,28,81,31
"33","2","0","6",36,878,91,39,90,32
"34","1","1","2",19,879,61,25,76,31
"34","1","0","3",28,881,67,30,84,35
"34","1","0","4",15,882,9,12,48,12
"34","1","1","5",28,883,72,26,85,33
"34","1","0","5",21,884,36,24,75,28
"34","1","0","4",28,885,68,30,86,32
"34","1","0","4",28,886,69,32,86,31
"34","1","0","4",30,887,64,30,83,34
"34","1","0","4",29,889,76,31,86,36
"34","1","0","3",28,891,36,24,59,29
"34","1","0","9",29,892,78,33,86,35
"34","1","1","4",26,893,81,31,89,36
"34","1","0","4",23,894,46,32,73,21
"34","1","1","2",20,895,48,17,75,16
"34","1","0","4",28,896,66,24,80,28
"34","1","1","4",30,897,86,35,91,31
"34","2","0","2",20,898,34,31,73,32
"34","2","0","1",24,899,30,21,69,20
"34","2","0","4",30,900,67,33,83,36
"34","2","0","2",19,901,47,16,69,22
"34","2","0","4",18,904,26,19,48,24
"34","2","1","4",26,905,84,31,87,34
"34","2","0","4",23,906,57,21,78,25
"34","2","1","6",24,907,14,22,40,28
"34","2","0","4",21,908,40,27,75,30
"34","2","0","4",21,910,73,33,86,27
"34","2","0","2",19,912,24,29,53,27
"34","3","0","9",15,915,21,15,37,16
"34","3","0","2",24,916,14,20,37,20
"34","3","1","4",25,917,28,23,58,23
"34","3","0","4",26,918,15,20,46,19
"35","1","0","2",31,919,81,37,89,30
"35","1","0","8",25,920,78,37,80,34
"35","1","0","2",28,922,75,32,87,29
"35","1","1","4",24,923,41,36,78,34
"35","1","0","2",34,925,90,37,90,27
"35","1","1","5",28,926,79,31,85,29
"35","1","0","2",25,927,79,34,85,33
"35","1","1","2",25,929,13,30,68,24
"35","1","0","5",25,930,26,33,85,33
"35","1","0","9",32,931,88,36,91,37
"35","1","0","2",24,934,29,19,82,28
"35","1","1","2",28,935,16,31,44,26
"35","1","0","2",22,937,3,19,27,10
"35","1","1","9",30,938,2,18,25,12
"35","2","0","2",27,939,15,24,76,21
"35","2","0","9",23,941,55,18,89,21
"35","2","0","1",35,942,65,33,87,25
"35","2","1","9",21,943,8,24,62,8
"36","2","1","7",28,948,26,27,62,22
"36","2","0","4",28,949,54,30,83,31
"36","2","1","9",28,950,82,28,88,32
"36","2","0","4",22,951,69,20,88,30
"36","2","0","5",23,952,16,19,61,26
"36","2","1","4",24,953,80,31,88,35
"36","2","0","9",21,954,47,19,64,22
"36","2","0","3",28,955,70,23,81,22
"36","2","0","4",32,956,79,30,88,33
"36","2","0","7",32,957,76,31,88,29
"36","3","0","2",34,958,85,33,86,36
"36","3","1","4",34,961,73,35,85,35
"36","3","1","4",30,962,65,28,72,31
"36","3","1","3",21,963,26,19,48,21
"36","3","0","4",32,964,75,26,70,20
"36","3","1","4",31,965,29,15,63,19
"36","4","0","4",28,968,69,26,86,30
"36","4","1","4",19,969,18,18,40,13
"36","4","1","9",28,970,33,23,67,15
"36","4","0","2",34,971,89,39,89,37
"36","4","1","3",25,972,69,35,80,28
"36","4","1","4",27,973,76,33,81,29
"36","4","0","1",24,974,55,22,78,20
"36","4","0","1",27,975,72,31,88,37
"36","4","0","5",30,976,68,26,82,33
"36","4","0","9",22,977,44,20,66,21
"36","4","0","5",22,978,60,16,80,16
"36","4","0","4",35,979,86,36,89,35
"36","4","1","9",20,980,45,20,77,20
"37","1","1","4",31,981,40,32,61,30
"37","1","0","4",18,982,36,19,72,22
"37","1","0","4",30,983,42,32,70,23
"37","1","0","4",25,984,78,27,84,25
"37","1","0","2",24,985,53,15,82,24
"37","1","1","3",31,987,74,31,87,32
"37","1","1","9",23,988,61,19,65,22
"37","1","0","2",21,989,77,25,83,31
"37","1","0","4",26,990,87,32,90,34
"37","1","0","4",28,991,63,36,85,32
"37","1","1","4",28,992,75,29,88,30
"37","1","0","7",27,993,81,36,84,33
"37","1","0","4",14,994,74,24,76,32
"37","1","0","2",27,995,62,25,69,28
"37","1","0","2",32,996,37,18,73,28
"37","1","1","4",30,997,40,31,59,23
"37","1","0","4",27,998,86,36,91,33
"37","1","1","2",29,999,55,20,77,19
"37","1","1","4",25,1000,23,20,57,17
"37","1","0","4",26,1001,66,28,82,30
"38","1","1","3",23,1003,52,26,74,25
"38","1","0","5",16,1004,75,31,83,24
"38","1","1","9",16,1005,18,20,43,33
"38","1","1","5",23,1006,40,11,55,12
"38","1","1","6",28,1007,30,21,54,28
"38","1","1","9",20,1008,77,23,90,25
"38","1","0","9",25,1009,27,26,51,25
"38","1","0","5",13,1010,8,13,44,10
"38","1","0","4",15,1011,43,28,62,23
"38","1","0","4",18,1012,47,17,47,21
"38","1","1","4",22,1013,26,15,33,21
"38","1","1","2",24,1014,40,22,63,29
"38","1","1","4",21,1015,11,13,29,15
"39","1","0","2",21,1017,34,23,60,24
"39","1","0","4",28,1018,45,14,57,17
"39","1","0","2",27,1019,19,24,56,22
"39","1","0","8",32,1020,75,27,85,26
"39","1","1","5",32,1021,56,25,80,32
"39","1","0","4",23,1022,73,22,82,20
"39","1","1","4",30,1023,49,26,73,31
"39","1","1","4",31,1024,71,29,87,30
"39","2","0","2",32,1025,69,25,80,23
"39","2","1","4",28,1026,30,33,51,28
"39","2","0","2",25,1027,48,22,77,19
"39","2","0","6",27,1029,82,25,88,26
"39","2","0","4",24,1030,40,27,74,28
"39","2","1","9",24,1031,13,13,28,14
"39","2","0","4",21,1032,17,12,18,11
"40","1","0","2",31,1033,77,31,83,30
"40","1","1","5",13,1034,13,18,21,5
"40","1","0","5",24,1036,34,22,46,22
"40","1","0","2",12,1037,66,28,81,25
"40","1","0","4",29,1038,54,24,70,31
"40","1","1","4",31,1039,51,24,55,24
"40","1","1","5",12,1040,2,15,16,13
"40","1","0","4",21,1041,18,13,16,8
"40","1","0","7",22,1042,22,22,48,20
"40","1","0","4",6,1043,7,9,22,6
"40","1","0","2",35,1047,46,31,73,31
"41","1","0","3",22,1052,72,24,84,25
"41","1","0","7",22,1053,12,27,57,25
"41","1","0","9",31,1054,83,31,87,29
"41","1","1","5",33,1055,15,21,41,20
"41","1","1","3",23,1056,66,23,75,21
"41","1","0","4",31,1057,81,33,89,33
"41","1","0","6",15,1058,61,25,64,18
"41","1","0","4",13,1059,20,16,36,12
"41","1","0","4",14,1060,43,25,70,23
"41","1","0","4",19,1061,65,24,85,22
"41","1","0","1",32,1062,84,30,85,25
"41","1","0","3",29,1063,85,35,87,32
"42","1","1","6",21,1065,21,20,38,27
"42","1","1","9",15,1066,20,24,59,19
"42","1","0","6",26,1067,73,28,87,29
"42","1","1","4",25,1068,51,31,76,32
"42","1","1","7",27,1069,28,36,33,31
"42","1","0","9",21,1070,15,16,20,14
"42","1","1","4",15,1071,40,21,53,22
"42","1","1","4",23,1072,55,29,66,25
"42","1","1","9",22,1074,70,29,79,23
"42","1","1","4",24,1075,27,24,34,18
"42","1","0","9",20,1077,39,13,62,9
"42","1","1","4",30,1078,78,32,85,36
"42","1","1","9",24,1079,38,25,49,30
"42","1","0","2",29,1080,33,21,48,29
"42","1","1","4",24,1081,63,36,86,32
"42","2","0","9",24,1082,59,20,73,24
"42","2","0","9",20,1083,49,29,70,26
"42","2","1","9",25,1084,37,23,39,18
"42","2","0","4",18,1085,16,21,27,9
"42","2","1","5",20,1087,65,31,14,21
"42","2","0","4",26,1088,59,27,82,34
"42","2","0","3",33,1089,67,34,89,33
"42","2","0","4",26,1090,64,38,84,34
"42","2","1","5",25,1091,36,22,45,26
"42","2","0","4",16,1092,29,21,25,25
"42","2","1","4",30,1093,85,36,82,35
"42","2","0","5",27,1094,85,29,82,24
"42","2","1","6",27,1095,65,37,64,37
"42","2","1","4",24,1096,42,24,51,15
"42","3","1","4",22,1098,16,22,31,23
"42","3","1","4",31,1100,13,23,20,36
"42","3","0","7",21,1101,32,18,49,22
"42","3","1","9",15,1102,19,17,22,26
"42","3","0","4",15,1103,24,17,44,30
"42","3","1","4",23,1104,58,30,49,31
"42","3","0","6",26,1105,76,30,83,30
"42","3","1","4",16,1106,26,14,45,14
"42","3","0","9",27,1108,72,27,80,31
"42","3","0","7",19,1109,25,25,35,18
"42","3","0","4",21,1110,48,26,67,23
"42","3","0","5",19,1112,26,19,48,20
"42","3","0","9",22,1114,43,29,72,30
"42","3","1","4",14,1115,22,25,32,36
"44","1","0","5",32,1148,76,29,87,31
"44","1","0","4",28,1151,73,32,84,26
"44","1","0","4",34,1153,85,33,90,37
"44","1","1","9",29,1155,72,29,73,24
"44","1","1","6",16,1156,15,15,67,9
"45","1","1","6",22,1161,6,14,16,8
"45","1","0","3",19,1162,67,24,84,31
"45","1","0","4",14,1163,13,11,26,9
"45","1","0","6",29,1164,83,36,89,34
"45","1","0","3",22,1165,68,34,84,31
"45","1","0","6",11,1166,15,12,12,8
"45","1","0","6",22,1167,21,12,30,12
"45","1","1","4",23,1168,30,20,75,18
"45","1","1","2",33,1170,81,39,87,35
"45","1","0","4",27,1171,80,31,85,24
"45","1","1","2",27,1172,42,26,60,24
"45","1","1","4",29,1173,18,16,25,20
"45","1","1","9",28,1174,44,21,51,25
"45","1","1","4",19,1175,2,5,2,4
"45","1","0","7",17,1176,17,13,39,9
"45","1","1","3",30,1177,23,36,47,32
"46","1","0","4",29,1180,63,24,80,30
"46","1","1","9",26,1181,26,22,55,19
"46","1","1","4",27,1182,75,31,81,32
"46","1","1","9",17,1184,19,21,43,19
"46","1","0","5",29,1185,68,27,82,29
"46","1","1","4",35,1187,77,37,91,38
"46","1","0","7",32,1188,81,38,91,38
"46","1","0","9",27,1189,62,27,72,33
"46","1","1","4",28,1190,20,23,45,25
"46","1","0","4",21,1191,68,19,82,26
"46","1","1","9",31,1192,78,26,83,34
"46","1","0","3",31,1193,57,32,76,21
"46","1","0","4",29,1196,68,20,86,23
"46","1","1","5",33,1197,40,27,73,37
"46","1","0","9",30,1198,89,32,83,30
"46","1","1","5",32,1199,24,25,50,29
"46","1","1","2",36,1200,79,40,84,37
"47","1","1","3",31,1203,87,40,89,39
"47","1","0","6",28,1204,59,32,76,33
"47","1","0","9",21,1205,45,31,74,19
"47","1","0","4",35,1206,38,24,72,30
"47","1","0","9",20,1207,35,22,64,19
"47","1","0","4",23,1208,55,27,79,24
"47","1","0","9",13,1210,48,24,76,34
"47","1","0","4",14,1211,46,26,63,23
"47","1","0","8",34,1212,56,27,66,26
"47","1","0","9",20,1213,55,21,74,24
"47","1","1","6",15,1214,30,21,82,24
"47","1","1","4",17,1215,33,21,57,26
"47","1","1","4",29,1216,30,34,37,36
"47","1","0","4",27,1217,59,29,71,22
"47","1","1","4",27,1218,38,36,72,27
"47","1","1","4",31,1219,46,29,84,29
"47","2","0","4",22,1221,60,29,72,34
"47","2","1","4",36,1222,57,31,82,31
"47","2","0","2",36,1223,90,35,90,40
"47","2","0","4",30,1224,67,33,70,32
"47","2","1","1",25,1226,70,22,86,30
"47","2","1","5",33,1227,31,28,73,30
"47","2","0","1",35,1228,56,26,86,32
"47","2","0","4",23,1229,12,13,33,22
"47","2","1","4",28,1230,55,24,78,31
"47","2","1","5",25,1231,23,18,32,16
"47","2","0","4",30,1232,56,25,76,30
"47","2","0","4",31,1234,13,21,62,23
"47","2","1","4",23,1236,82,26,87,33
"47","2","0","4",26,1237,17,17,35,22
"47","2","0","9",30,1238,50,25,75,31
"47","2","1","8",32,1239,42,24,72,31
"48","1","0","4",29,1243,78,32,87,30
"48","1","0","4",24,1244,40,16,54,29
"48","1","1","2",26,1245,64,31,67,32
"48","1","1","6",25,1246,48,25,67,15
"48","1","1","4",26,1247,29,28,56,29
"48","1","0","4",23,1248,57,26,66,24
"48","1","1","4",30,1249,58,32,74,34
"48","1","1","3",25,1250,83,33,84,35
"48","1","1","7",25,1251,69,31,78,30
"48","1","0","4",17,1252,56,30,77,24
"48","1","1","6",29,1253,33,22,60,29
"48","1","1","2",22,1254,63,31,70,23
"48","1","0","6",13,1255,13,10,29,13
"48","1","0","3",27,1256,26,21,63,27
"48","1","0","9",25,1257,62,29,72,28
"48","1","1","2",28,1258,23,25,49,29
"48","1","1","3",19,1259,27,13,45,6
"48","2","0","2",25,1262,76,25,87,23
"48","2","1","9",27,1264,66,23,78,26
"48","2","0","4",21,1265,62,27,72,23
"48","2","0","7",18,1266,26,15,51,15
"48","2","1","5",25,1269,76,37,81,31
"48","2","1","8",6,1270,21,5,27,5
"48","2","0","4",17,1271,55,21,80,14
"48","2","1","4",26,1272,27,30,52,17
"48","2","0","3",15,1273,35,15,45,13
"48","2","0","2",15,1274,83,27,78,25
"48","2","1","2",29,1275,78,30,78,31
"48","2","0","4",23,1276,67,22,82,28
"48","2","1","4",33,1277,78,36,79,33
"48","2","0","4",23,1278,38,27,59,23
"48","2","1","4",20,1279,31,24,69,10
"48","2","1","5",14,1280,3,14,3,9
"48","2","1","9",25,1281,24,25,22,21
"48","3","1","7",27,1282,16,25,20,20
"48","3","0","4",25,1284,86,40,83,35
"48","3","0","3",31,1286,69,32,83,29
"48","3","1","3",35,1287,79,38,84,36
"48","3","0","4",29,1288,81,33,84,31
"48","3","0","9",36,1289,89,39,89,38
"48","3","0","4",27,1290,38,31,41,35
"48","3","0","3",25,1291,58,31,70,22
"48","3","1","3",26,1292,71,24,77,32
"48","3","1","9",31,1293,21,26,80,32
"48","3","0","2",28,1294,78,35,85,39
"48","3","0","9",24,1295,58,23,76,31
"48","3","0","4",36,1296,75,40,88,35
"48","3","0","2",24,1297,50,29,69,22
"48","3","1","4",23,1298,70,29,74,34
"48","3","0","3",24,1299,17,24,38,7
"48","3","0","2",27,1301,87,35,84,33
"48","4","0","9",23,1302,31,26,49,11
"48","4","1","9",25,1303,21,28,19,19
"48","4","1","4",27,1304,81,30,89,34
"48","4","1","3",27,1305,49,32,78,36
"48","4","1","9",15,1306,26,20,57,18
"48","4","0","9",23,1307,25,30,35,29
"48","4","0","3",22,1308,34,33,69,31
"48","4","0","4",12,1309,42,11,62,20
"48","4","0","9",15,1310,40,18,63,12
"48","4","0","4",34,1311,70,28,84,31
"48","4","1","2",29,1312,88,36,90,40
"48","4","0","4",23,1313,30,24,38,22
"48","4","0","3",21,1314,71,27,78,34
"48","4","0","4",27,1316,52,23,79,26
"48","4","0","2",31,1317,65,31,82,33
"48","4","0","4",27,1318,26,12,41,19
"48","4","0","4",25,1319,59,25,82,25
"48","4","1","9",27,1321,65,33,76,33
"48","4","1","9",16,1322,13,14,26,6
"48","4","1","4",26,1323,17,15,56,11
"49","1","1","5",16,1327,14,15,8,31
"49","1","1","5",26,1328,52,27,40,34
"49","1","1","5",29,1329,86,31,90,36
"49","1","1","5",36,1330,79,30,87,39
"49","1","0","4",28,1331,25,24,63,35
"49","1","1","7",34,1332,83,35,88,38
"49","1","0","3",26,1333,45,28,63,29
"49","1","0","4",15,1337,38,29,60,34
"49","1","0","4",26,1338,82,26,88,35
"49","1","1","2",27,1339,32,28,67,34
"49","1","1","9",27,1340,11,22,69,38
"49","2","0","4",15,1341,18,8,38,25
"49","2","0","5",17,1342,21,8,21,18
"49","2","1","4",32,1343,31,34,64,38
"49","2","1","2",26,1344,36,23,67,26
"49","2","1","2",29,1345,85,35,86,36
"49","2","0","4",25,1346,44,21,72,26
"49","2","0","7",20,1347,58,29,75,26
"49","2","0","9",16,1348,22,12,10,16
"49","2","1","4",29,1349,25,31,40,34
"49","2","1","3",32,1350,79,34,86,29
"49","2","0","4",17,1351,17,8,53,27
"49","2","1","2",36,1352,88,39,90,32
"49","2","1","2",29,1353,74,37,80,35
"49","2","1","2",29,1355,83,36,84,38
"50","1","1","9",28,1357,24,17,19,18
"50","1","0","6",33,1358,13,13,30,13
"50","1","1","7",27,1359,61,28,61,30
"50","1","1","4",32,1360,53,32,78,37
"50","1","1","6",33,1361,22,18,51,25
"50","1","0","8",24,1363,84,32,87,30
"50","1","1","4",16,1364,5,10,9,7
"50","1","0","7",24,1365,42,15,59,24
"50","1","1","4",17,1366,26,11,35,10
"50","1","0","4",20,1367,42,18,38,27
"50","1","1","7",25,1368,32,30,38,30
"50","1","0","9",25,1369,22,14,21,18
"50","1","0","2",27,1370,86,22,88,27
"50","1","0","2",26,1372,41,22,29,22
"50","1","1","2",34,1374,70,27,83,35
"50","1","1","2",27,1375,71,18,65,33
"50","1","1","5",33,1376,27,24,34,24
"50","1","1","2",25,1377,11,15,29,25
"50","1","1","6",31,1378,68,29,87,35
"50","1","1","4",20,1379,40,20,38,20
"50","1","0","3",32,1380,83,26,89,26
"50","1","1","5",30,1381,70,30,81,33
"50","1","0","2",24,1382,13,19,27,16
"50","1","1","4",15,1383,13,21,27,19
"50","1","0","4",21,1384,55,11,54,25
"50","1","1","6",29,1385,38,14,5,23
"50","1","1","7",26,1387,31,23,27,18
"50","1","1","2",19,1388,62,11,70,15
"50","1","1","2",32,1389,65,23,61,32
"50","1","1","5",14,1390,18,26,77,29
"50","1","0","2",19,1391,31,19,38,25
"50","1","0","4",20,1393,25,22,26,15
"50","1","1","5",26,1394,79,31,82,27
"50","1","1","7",24,1395,21,23,37,26
"50","1","1","9",30,1396,36,26,18,10
"50","1","1","2",34,1397,89,35,89,37
"50","1","1","4",26,1398,21,27,48,24
"50","1","1","4",27,1399,70,34,76,32
"50","1","1","6",21,1400,19,16,30,19
"50","1","0","4",18,1401,25,20,26,16
"50","1","0","6",21,1402,40,15,42,15
